nilai_rating,nilai_prediksi,nilai_MAE
,,4.939285131560393
0.0,6.093959956768806,
0.0,7.3052599030304215,
0.0,3.330790311759177,
0.0,-0.21493323639594175,
0.0,-0.4337592180357426,
0.0,2.1585562019040423,
0.0,3.2456475951591885,
0.0,3.3458746955479675,
0.0,2.8075572668771867,
0.0,2.460471525885093,
0.0,2.7768282631850956,
0.0,8.542703540377152,
0.0,6.953658043362121,
0.0,3.645995161952927,
0.0,6.953661273352875,
0.0,6.776549765809841,
0.0,4.405372511071611,
0.0,3.3173963131213773,
0.0,3.90970321995335,
0.0,4.347429909574426,
0.0,4.390758728251298,
0.0,1.4442172741480936,
0.0,7.045808821778664,
0.0,7.869913662126539,
0.0,5.092786231732957,
0.0,4.353784735606429,
9.0,4.263336803376965,
0.0,5.025518334275984,
0.0,3.9916234594164983,
0.0,5.735721475777471,
0.0,-2.3132314286785336,
0.0,4.665700430732897,
0.0,3.9161493673070384,
0.0,5.633782004245124,
0.0,2.9521561570240324,
0.0,4.674796852533006,
0.0,3.651767770308831,
0.0,2.5072653088334893,
0.0,3.0111568443773757,
0.0,2.2606898083245293,
0.0,2.4101421294597327,
0.0,3.759871369379539,
0.0,8.758964866126572,
0.0,6.744467578591217,
0.0,3.2624381742042683,
0.0,6.744470634166275,
0.0,7.892359734409709,
0.0,3.759870233552512,
0.0,4.637885530286762,
0.0,3.262437494841425,
0.0,2.993730228969955,
0.0,3.9921560348219347,
0.0,3.968232589189782,
0.0,6.3700899341525385,
0.0,6.225606899666044,
0.0,4.760639806968503,
0.0,6.263625225916686,
0.0,5.041613206755324,
0.0,6.917270295250648,
0.0,-5.672095103943318,
0.0,7.78428512871359,
0.0,-3.338760736208275,
10.0,9.51402908583386,
10.0,11.543067682503505,
9.0,8.799669489467735,
10.0,5.203049090058919,
0.0,4.906272113908802,
7.0,5.807262060318137,
10.0,5.703049090058919,
10.0,5.159972204415303,
10.0,5.159967349499051,
10.0,5.243251094791329,
0.0,5.6429765843400395,
10.0,15.473061247718611,
0.0,11.768332763797657,
10.0,5.203049849938965,
0.0,11.768338907251755,
10.0,12.401778144478637,
10.0,6.246131590498832,
8.0,6.236067416709181,
10.0,5.289214370482993,
10.0,6.934649254242339,
10.0,9.19801827439732,
10.0,7.8630882432532,
10.0,10.475871748154136,
10.0,12.353722514474427,
10.0,9.098379414725239,
0.0,10.104536717646056,
10.0,6.935698420580353,
10.0,9.426812841894323,
0.0,10.605522766105608,
10.0,8.419767156277633,
0.0,1.8650558977988685,
0.0,9.384900599058648,
0.0,4.631755595081039,
0.0,7.127629663358034,
0.0,-2.9839957517347484,
0.0,17.454894837524854,
0.0,9.038149607004328,
0.0,5.868550115675018,
0.0,4.868550115675111,
0.0,4.86855011567502,
0.0,1.4803518845945725,
0.0,4.046105598580814,
0.0,7.368550115675018,
0.0,0.0,
0.0,5.368550115675018,
0.0,0.0,
0.0,10.968986577827975,
0.0,6.868550115675017,
0.0,5.7673255345667656,
0.0,5.72768894036744,
0.0,3.5004573774151657,
0.0,5.25746209783745,
7.0,8.793140008926903,
0.0,7.4369412055949216,
10.0,6.159718625387557,
10.0,-3.772931865918409,
10.0,10.851840085917942,
10.0,4.6469147135227935,
0.0,48.5686676912497,
0.0,-61.07010992178962,
0.0,7.817743076116727,
0.0,-1.6993964298526916,
10.0,5.843137298002322,
7.0,4.841039515447245,
7.0,9.018394443644612,
0.0,5.82383642737468,
0.0,8.964890600529662,
0.0,5.381333369897636,
0.0,5.14341163228089,
0.0,5.112227072746848,
0.0,4.6033223630544855,
0.0,6.713755159582069,
0.0,4.353242686913401,
0.0,8.942547631948553,
0.0,8.060198378313158,
0.0,5.494566937573082,
0.0,8.060200887189048,
0.0,10.107925027569934,
0.0,6.365707539484756,
0.0,6.574532017226963,
0.0,5.958583567739964,
5.0,5.654304794375253,
9.0,5.846930093861659,
0.0,4.719275946277909,
0.0,8.070770237478051,
0.0,6.708499983373422,
0.0,7.250373212679429,
0.0,6.795917931936722,
0.0,6.1849554844008345,
9.0,7.921410269159208,
7.0,7.129146356321173,
0.0,6.713180873800285,
0.0,-2.9258432712599536,
10.0,12.893516986769189,
10.0,13.451509821488385,
10.0,11.706720773163097,
10.0,8.876114748505746,
10.0,10.191312242322073,
10.0,11.026114459965786,
10.0,10.621550986978036,
10.0,10.503892364192017,
10.0,10.061853783774538,
10.0,10.175148597119982,
10.0,9.288187077796021,
10.0,14.85744075948659,
10.0,13.756266956851086,
10.0,10.86087043336853,
10.0,13.756269975526083,
10.0,14.678026146369131,
10.0,11.773817656936876,
10.0,11.20246529191093,
10.0,11.350854737496437,
10.0,11.771777055013839,
10.0,11.578200895300217,
10.0,10.835900029577282,
10.0,14.380211659605294,
10.0,13.181684875729442,
10.0,11.413535105212748,
10.0,13.7787835987473,
10.0,11.554667216941827,
10.0,11.494808459219623,
10.0,11.519231726747428,
10.0,10.783097834895193,
0.0,4.260119742657763,
0.0,10.62215587298243,
0.0,5.321202282289977,
0.0,8.16993812248893,
0.0,7.21926552915872,
0.0,7.442066834881956,
0.0,5.524869804264948,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,1.7511881310608353,
0.0,6.512478453627592,
10.0,0.0,
10.0,0.0,
0.0,0.0,
10.0,0.0,
10.0,12.218930066530818,
0.0,0.0,
0.0,7.218930066530818,
0.0,6.5124787595299125,
0.0,4.370447662196548,
0.0,5.389834930749511,
0.0,7.299592268707012,
0.0,-2.1096551383921476,
10.0,7.449747099025632,
10.0,-28.08568172541422,
0.0,1.319049319888426,
0.0,1.6935172982070184,
0.0,8.015446343870687,
0.0,5.529868952421251,
0.0,-1.1604968529305235,
0.0,-1.5714435729032632,
0.0,6.9988055547689925,
0.0,10.158757306993568,
0.0,6.063059255512402,
0.0,1.7783544452212643,
0.0,8.83368495341948,
0.0,2.3966348591096067,
0.0,5.3382953570574,
0.0,4.349206117510529,
0.0,4.349206001581027,
0.0,6.662794732478638,
0.0,-0.5198665000204468,
